"Participant","Item","Nome_tipo","Estrutura","Condition","Area","TFD"
"S1P1","1220","Ncomum","Gapping","GN","N1","1320"
"S1P1","110","Nproprio","Gapping","GPN","N2","710"
"S1P1","1220","Ncomum","Gapping","GN","PP","1290"
"S1P1","1620","Ncomum","Gapping","GN","N1","2480"
"S1P1","420","Ncomum","Gapping","GN","N2","1840"
"S1P1","1620","Ncomum","Gapping","GN","PP","2380"
"S1P1","420","Ncomum","Gapping","GN","N1","1640"
"S1P1","510","Nproprio","Gapping","GPN","N2","420"
"S1P1","420","Ncomum","Gapping","GN","PP","1340"
"S1P1","820","Ncomum","Gapping","GN","N1","2610"
"S1P1","820","Ncomum","Gapping","GN","N2","2930"
"S1P1","820","Ncomum","Gapping","GN","PP","3550"
"S1P1","110","Nproprio","Gapping","GPN","N1","820"
"S1P1","910","Nproprio","Gapping","GPN","N2","460"
"S1P1","110","Nproprio","Gapping","GPN","PP","760"
"S1P1","1310","Nproprio","Gapping","GPN","N1","1370"
"S1P1","1220","Ncomum","Gapping","GN","N2","1750"
"S1P1","1310","Nproprio","Gapping","GPN","PP","810"
"S1P1","510","Nproprio","Gapping","GPN","N1","670"
"S1P1","1310","Nproprio","Gapping","GPN","N2","1650"
"S1P1","510","Nproprio","Gapping","GPN","PP","430"
"S1P1","910","Nproprio","Gapping","GPN","N1","1000"
"S1P1","1620","Ncomum","Gapping","GN","N2","2120"
"S1P1","910","Nproprio","Gapping","GPN","PP","490"
"S1P1","1040","Ncomum","Nongapping","NGN","N1","960"
"S1P1","1040","Ncomum","Nongapping","NGN","N2","640"
"S1P1","1040","Ncomum","Nongapping","NGN","PP","900"
"S1P1","1440","Ncomum","Nongapping","NGN","N1","1560"
"S1P1","1440","Ncomum","Nongapping","NGN","N2","510"
"S1P1","1440","Ncomum","Nongapping","NGN","PP","820"
"S1P1","240","Ncomum","Nongapping","NGN","N1","1110"
"S1P1","240","Ncomum","Nongapping","NGN","N2","610"
"S1P1","240","Ncomum","Nongapping","NGN","PP","1090"
"S1P1","640","Ncomum","Nongapping","NGN","N1","640"
"S1P1","640","Ncomum","Nongapping","NGN","N2","300"
"S1P1","640","Ncomum","Nongapping","NGN","PP","470"
"S1P1","1130","Nproprio","Nongapping","NGPN","N1","1300"
"S1P1","1130","Nproprio","Nongapping","NGPN","N2","660"
"S1P1","1130","Nproprio","Nongapping","NGPN","PP","400"
"S1P1","1530","Nproprio","Nongapping","NGPN","N1","1840"
"S1P1","1530","Nproprio","Nongapping","NGPN","N2","2980"
"S1P1","1530","Nproprio","Nongapping","NGPN","PP","1140"
"S1P1","330","Nproprio","Nongapping","NGPN","N1","770"
"S1P1","330","Nproprio","Nongapping","NGPN","N2","830"
"S1P1","330","Nproprio","Nongapping","NGPN","PP","290"
"S1P1","730","Nproprio","Nongapping","NGPN","N1","840"
"S1P1","730","Nproprio","Nongapping","NGPN","N2","950"
"S1P1","730","Nproprio","Nongapping","NGPN","PP","630"
"S1P2","1220","Ncomum","Gapping","GN","N1","1650"
"S1P2","110","Nproprio","Gapping","GPN","N2","1100"
"S1P2","1220","Ncomum","Gapping","GN","PP","990"
"S1P2","1620","Ncomum","Gapping","GN","N1","3140"
"S1P2","420","Ncomum","Gapping","GN","N2","920"
"S1P2","1620","Ncomum","Gapping","GN","PP","1190"
"S1P2","420","Ncomum","Gapping","GN","N1","1550"
"S1P2","510","Nproprio","Gapping","GPN","N2","1790"
"S1P2","420","Ncomum","Gapping","GN","PP","710"
"S1P2","820","Ncomum","Gapping","GN","N1","1970"
"S1P2","820","Ncomum","Gapping","GN","N2","2050"
"S1P2","820","Ncomum","Gapping","GN","PP","3240"
"S1P2","110","Nproprio","Gapping","GPN","N1","1940"
"S1P2","910","Nproprio","Gapping","GPN","N2","640"
"S1P2","110","Nproprio","Gapping","GPN","PP","470"
"S1P2","1310","Nproprio","Gapping","GPN","N1","1860"
"S1P2","1220","Ncomum","Gapping","GN","N2","1020"
"S1P2","1310","Nproprio","Gapping","GPN","PP","3040"
"S1P2","510","Nproprio","Gapping","GPN","N1","2730"
"S1P2","1310","Nproprio","Gapping","GPN","N2","2230"
"S1P2","510","Nproprio","Gapping","GPN","PP","1270"
"S1P2","910","Nproprio","Gapping","GPN","N1","1370"
"S1P2","1620","Ncomum","Gapping","GN","N2","2730"
"S1P2","910","Nproprio","Gapping","GPN","PP","1440"
"S1P2","1040","Ncomum","Nongapping","NGN","N1","1760"
"S1P2","1040","Ncomum","Nongapping","NGN","N2","1390"
"S1P2","1040","Ncomum","Nongapping","NGN","PP","1210"
"S1P2","1440","Ncomum","Nongapping","NGN","N1","2130"
"S1P2","1440","Ncomum","Nongapping","NGN","N2","1570"
"S1P2","1440","Ncomum","Nongapping","NGN","PP","1360"
"S1P2","240","Ncomum","Nongapping","NGN","N1","2130"
"S1P2","240","Ncomum","Nongapping","NGN","N2","730"
"S1P2","240","Ncomum","Nongapping","NGN","PP","1340"
"S1P2","640","Ncomum","Nongapping","NGN","N1","1530"
"S1P2","640","Ncomum","Nongapping","NGN","N2","550"
"S1P2","640","Ncomum","Nongapping","NGN","PP","740"
"S1P2","1130","Nproprio","Nongapping","NGPN","N1","2660"
"S1P2","1130","Nproprio","Nongapping","NGPN","N2","1580"
"S1P2","1130","Nproprio","Nongapping","NGPN","PP","2170"
"S1P2","1530","Nproprio","Nongapping","NGPN","N1","1670"
"S1P2","1530","Nproprio","Nongapping","NGPN","N2","1710"
"S1P2","1530","Nproprio","Nongapping","NGPN","PP","2130"
"S1P2","330","Nproprio","Nongapping","NGPN","N1","1920"
"S1P2","330","Nproprio","Nongapping","NGPN","N2","700"
"S1P2","330","Nproprio","Nongapping","NGPN","PP","650"
"S1P2","730","Nproprio","Nongapping","NGPN","N1","2430"
"S1P2","730","Nproprio","Nongapping","NGPN","N2","1390"
"S1P2","730","Nproprio","Nongapping","NGPN","PP","1360"
"S1P3","1220","Ncomum","Gapping","GN","N1","520"
"S1P3","110","Nproprio","Gapping","GPN","N2","270"
"S1P3","1220","Ncomum","Gapping","GN","PP","960"
"S1P3","1620","Ncomum","Gapping","GN","N1","460"
"S1P3","420","Ncomum","Gapping","GN","N2","680"
"S1P3","1620","Ncomum","Gapping","GN","PP","1030"
"S1P3","420","Ncomum","Gapping","GN","N1","520"
"S1P3","510","Nproprio","Gapping","GPN","N2","400"
"S1P3","420","Ncomum","Gapping","GN","PP","950"
"S1P3","820","Ncomum","Gapping","GN","N1","1040"
"S1P3","820","Ncomum","Gapping","GN","N2","1030"
"S1P3","820","Ncomum","Gapping","GN","PP","1510"
"S1P3","110","Nproprio","Gapping","GPN","N1","260"
"S1P3","910","Nproprio","Gapping","GPN","N2","660"
"S1P3","110","Nproprio","Gapping","GPN","PP","780"
"S1P3","1310","Nproprio","Gapping","GPN","N1","550"
"S1P3","1220","Ncomum","Gapping","GN","N2","740"
"S1P3","1310","Nproprio","Gapping","GPN","PP","520"
"S1P3","510","Nproprio","Gapping","GPN","N1","680"
"S1P3","1310","Nproprio","Gapping","GPN","N2","490"
"S1P3","510","Nproprio","Gapping","GPN","PP","570"
"S1P3","910","Nproprio","Gapping","GPN","N1","920"
"S1P3","1620","Ncomum","Gapping","GN","N2","200"
"S1P3","910","Nproprio","Gapping","GPN","PP","720"
"S1P3","1040","Ncomum","Nongapping","NGN","N1","780"
"S1P3","1040","Ncomum","Nongapping","NGN","N2","480"
"S1P3","1040","Ncomum","Nongapping","NGN","PP","540"
"S1P3","1440","Ncomum","Nongapping","NGN","N1","780"
"S1P3","1440","Ncomum","Nongapping","NGN","N2","260"
"S1P3","1440","Ncomum","Nongapping","NGN","PP","920"
"S1P3","240","Ncomum","Nongapping","NGN","N1","270"
"S1P3","240","Ncomum","Nongapping","NGN","N2","440"
"S1P3","240","Ncomum","Nongapping","NGN","PP","470"
"S1P3","640","Ncomum","Nongapping","NGN","N1","580"
"S1P3","640","Ncomum","Nongapping","NGN","N2","440"
"S1P3","640","Ncomum","Nongapping","NGN","PP","430"
"S1P3","1130","Nproprio","Nongapping","NGPN","N1","1560"
"S1P3","1130","Nproprio","Nongapping","NGPN","N2","320"
"S1P3","1130","Nproprio","Nongapping","NGPN","PP","590"
"S1P3","1530","Nproprio","Nongapping","NGPN","N1","550"
"S1P3","1530","Nproprio","Nongapping","NGPN","N2","660"
"S1P3","1530","Nproprio","Nongapping","NGPN","PP","890"
"S1P3","330","Nproprio","Nongapping","NGPN","N1","600"
"S1P3","330","Nproprio","Nongapping","NGPN","N2","570"
"S1P3","330","Nproprio","Nongapping","NGPN","PP","250"
"S1P3","730","Nproprio","Nongapping","NGPN","N1","600"
"S1P3","730","Nproprio","Nongapping","NGPN","N2","420"
"S1P3","730","Nproprio","Nongapping","NGPN","PP","500"
"S1P4","1220","Ncomum","Gapping","GN","N1","680"
"S1P4","110","Nproprio","Gapping","GPN","N2","650"
"S1P4","1220","Ncomum","Gapping","GN","PP","1610"
"S1P4","1620","Ncomum","Gapping","GN","N1","1350"
"S1P4","420","Ncomum","Gapping","GN","N2","1060"
"S1P4","1620","Ncomum","Gapping","GN","PP","600"
"S1P4","420","Ncomum","Gapping","GN","N1","1050"
"S1P4","510","Nproprio","Gapping","GPN","N2","1210"
"S1P4","420","Ncomum","Gapping","GN","PP","1100"
"S1P4","820","Ncomum","Gapping","GN","N1","1010"
"S1P4","820","Ncomum","Gapping","GN","N2","1080"
"S1P4","820","Ncomum","Gapping","GN","PP","910"
"S1P4","110","Nproprio","Gapping","GPN","N1","880"
"S1P4","910","Nproprio","Gapping","GPN","N2","860"
"S1P4","110","Nproprio","Gapping","GPN","PP","670"
"S1P4","1310","Nproprio","Gapping","GPN","N1","1220"
"S1P4","1220","Ncomum","Gapping","GN","N2","830"
"S1P4","1310","Nproprio","Gapping","GPN","PP","740"
"S1P4","510","Nproprio","Gapping","GPN","N1","930"
"S1P4","1310","Nproprio","Gapping","GPN","N2","880"
"S1P4","510","Nproprio","Gapping","GPN","PP","1380"
"S1P4","910","Nproprio","Gapping","GPN","N1","1930"
"S1P4","1620","Ncomum","Gapping","GN","N2","830"
"S1P4","910","Nproprio","Gapping","GPN","PP","680"
"S1P4","1040","Ncomum","Nongapping","NGN","N1","2060"
"S1P4","1040","Ncomum","Nongapping","NGN","N2","770"
"S1P4","1040","Ncomum","Nongapping","NGN","PP","1640"
"S1P4","1440","Ncomum","Nongapping","NGN","N1","1710"
"S1P4","1440","Ncomum","Nongapping","NGN","N2","1020"
"S1P4","1440","Ncomum","Nongapping","NGN","PP","1890"
"S1P4","240","Ncomum","Nongapping","NGN","N1","1860"
"S1P4","240","Ncomum","Nongapping","NGN","N2","600"
"S1P4","240","Ncomum","Nongapping","NGN","PP","970"
"S1P4","640","Ncomum","Nongapping","NGN","N1","1230"
"S1P4","640","Ncomum","Nongapping","NGN","N2","900"
"S1P4","640","Ncomum","Nongapping","NGN","PP","1080"
"S1P4","1130","Nproprio","Nongapping","NGPN","N1","1630"
"S1P4","1130","Nproprio","Nongapping","NGPN","N2","700"
"S1P4","1130","Nproprio","Nongapping","NGPN","PP","1260"
"S1P4","1530","Nproprio","Nongapping","NGPN","N1","1330"
"S1P4","1530","Nproprio","Nongapping","NGPN","N2","1420"
"S1P4","1530","Nproprio","Nongapping","NGPN","PP","1740"
"S1P4","330","Nproprio","Nongapping","NGPN","N1","1320"
"S1P4","330","Nproprio","Nongapping","NGPN","N2","790"
"S1P4","330","Nproprio","Nongapping","NGPN","PP","1190"
"S1P4","730","Nproprio","Nongapping","NGPN","N1","1370"
"S1P4","730","Nproprio","Nongapping","NGPN","N2","1020"
"S1P4","730","Nproprio","Nongapping","NGPN","PP","960"
"S1P6","1220","Ncomum","Gapping","GN","N1","1000"
"S1P6","110","Nproprio","Gapping","GPN","N2","270"
"S1P6","1220","Ncomum","Gapping","GN","PP","1110"
"S1P6","1620","Ncomum","Gapping","GN","N1","360"
"S1P6","420","Ncomum","Gapping","GN","N2","950"
"S1P6","1620","Ncomum","Gapping","GN","PP","970"
"S1P6","420","Ncomum","Gapping","GN","N1","720"
"S1P6","510","Nproprio","Gapping","GPN","N2","1000"
"S1P6","420","Ncomum","Gapping","GN","PP","1090"
"S1P6","820","Ncomum","Gapping","GN","N1","1020"
"S1P6","820","Ncomum","Gapping","GN","N2","310"
"S1P6","820","Ncomum","Gapping","GN","PP","740"
"S1P6","110","Nproprio","Gapping","GPN","N1","990"
"S1P6","910","Nproprio","Gapping","GPN","N2","780"
"S1P6","110","Nproprio","Gapping","GPN","PP","400"
"S1P6","1310","Nproprio","Gapping","GPN","N1","490"
"S1P6","1220","Ncomum","Gapping","GN","N2","540"
"S1P6","1310","Nproprio","Gapping","GPN","PP","620"
"S1P6","510","Nproprio","Gapping","GPN","N1","680"
"S1P6","1310","Nproprio","Gapping","GPN","N2","250"
"S1P6","510","Nproprio","Gapping","GPN","PP","330"
"S1P6","910","Nproprio","Gapping","GPN","N1","1000"
"S1P6","1620","Ncomum","Gapping","GN","N2","750"
"S1P6","910","Nproprio","Gapping","GPN","PP","660"
"S1P6","1040","Ncomum","Nongapping","NGN","N1","840"
"S1P6","1040","Ncomum","Nongapping","NGN","N2","210"
"S1P6","1040","Ncomum","Nongapping","NGN","PP","830"
"S1P6","1440","Ncomum","Nongapping","NGN","N1","2000"
"S1P6","1440","Ncomum","Nongapping","NGN","N2","510"
"S1P6","1440","Ncomum","Nongapping","NGN","PP","700"
"S1P6","240","Ncomum","Nongapping","NGN","N1","530"
"S1P6","240","Ncomum","Nongapping","NGN","N2","210"
"S1P6","240","Ncomum","Nongapping","NGN","PP","1000"
"S1P6","640","Ncomum","Nongapping","NGN","N1","350"
"S1P6","640","Ncomum","Nongapping","NGN","N2","350"
"S1P6","640","Ncomum","Nongapping","NGN","PP","1300"
"S1P6","1130","Nproprio","Nongapping","NGPN","N1","1160"
"S1P6","1130","Nproprio","Nongapping","NGPN","N2","260"
"S1P6","1130","Nproprio","Nongapping","NGPN","PP","1450"
"S1P6","1530","Nproprio","Nongapping","NGPN","N1","370"
"S1P6","1530","Nproprio","Nongapping","NGPN","N2","480"
"S1P6","1530","Nproprio","Nongapping","NGPN","PP","840"
"S1P6","330","Nproprio","Nongapping","NGPN","N1","610"
"S1P6","330","Nproprio","Nongapping","NGPN","N2","770"
"S1P6","330","Nproprio","Nongapping","NGPN","PP","780"
"S1P6","730","Nproprio","Nongapping","NGPN","N1","600"
"S1P6","730","Nproprio","Nongapping","NGPN","N2","890"
"S1P6","730","Nproprio","Nongapping","NGPN","PP","240"
"S1P7","1220","Ncomum","Gapping","GN","N1","250"
"S1P7","110","Nproprio","Gapping","GPN","N2","2060"
"S1P7","1220","Ncomum","Gapping","GN","PP","830"
"S1P7","1620","Ncomum","Gapping","GN","N1","1300"
"S1P7","420","Ncomum","Gapping","GN","N2","1370"
"S1P7","1620","Ncomum","Gapping","GN","PP","1970"
"S1P7","420","Ncomum","Gapping","GN","N1","1420"
"S1P7","510","Nproprio","Gapping","GPN","N2","550"
"S1P7","420","Ncomum","Gapping","GN","PP","850"
"S1P7","820","Ncomum","Gapping","GN","N1","700"
"S1P7","820","Ncomum","Gapping","GN","N2","1030"
"S1P7","820","Ncomum","Gapping","GN","PP","2230"
"S1P7","110","Nproprio","Gapping","GPN","N1","2320"
"S1P7","910","Nproprio","Gapping","GPN","N2","1630"
"S1P7","110","Nproprio","Gapping","GPN","PP","3010"
"S1P7","1310","Nproprio","Gapping","GPN","N1","1880"
"S1P7","1220","Ncomum","Gapping","GN","N2","380"
"S1P7","1310","Nproprio","Gapping","GPN","PP","1400"
"S1P7","510","Nproprio","Gapping","GPN","N1","1070"
"S1P7","1310","Nproprio","Gapping","GPN","N2","2300"
"S1P7","510","Nproprio","Gapping","GPN","PP","970"
"S1P7","910","Nproprio","Gapping","GPN","N1","1590"
"S1P7","1620","Ncomum","Gapping","GN","N2","1150"
"S1P7","910","Nproprio","Gapping","GPN","PP","1020"
"S1P7","1040","Ncomum","Nongapping","NGN","N1","1390"
"S1P7","1040","Ncomum","Nongapping","NGN","N2","1070"
"S1P7","1040","Ncomum","Nongapping","NGN","PP","1280"
"S1P7","1440","Ncomum","Nongapping","NGN","N1","1130"
"S1P7","1440","Ncomum","Nongapping","NGN","N2","570"
"S1P7","1440","Ncomum","Nongapping","NGN","PP","1180"
"S1P7","240","Ncomum","Nongapping","NGN","N1","490"
"S1P7","240","Ncomum","Nongapping","NGN","N2","520"
"S1P7","240","Ncomum","Nongapping","NGN","PP","2000"
"S1P7","640","Ncomum","Nongapping","NGN","N1","1170"
"S1P7","640","Ncomum","Nongapping","NGN","N2","290"
"S1P7","640","Ncomum","Nongapping","NGN","PP","1580"
"S1P7","1130","Nproprio","Nongapping","NGPN","N1","1620"
"S1P7","1130","Nproprio","Nongapping","NGPN","N2","1440"
"S1P7","1130","Nproprio","Nongapping","NGPN","PP","1850"
"S1P7","1530","Nproprio","Nongapping","NGPN","N1","940"
"S1P7","1530","Nproprio","Nongapping","NGPN","N2","1470"
"S1P7","1530","Nproprio","Nongapping","NGPN","PP","1640"
"S1P7","330","Nproprio","Nongapping","NGPN","N1","1670"
"S1P7","330","Nproprio","Nongapping","NGPN","N2","1010"
"S1P7","330","Nproprio","Nongapping","NGPN","PP","770"
"S1P7","730","Nproprio","Nongapping","NGPN","N1","2150"
"S1P7","730","Nproprio","Nongapping","NGPN","N2","1090"
"S1P7","730","Nproprio","Nongapping","NGPN","PP","940"
"S2P1","120","Ncomum","Gapping","GN","N1","280"
"S2P1","120","Ncomum","Gapping","GN","N2","680"
"S2P1","120","Ncomum","Gapping","GN","PP","930"
"S2P1","1320","Ncomum","Gapping","GN","N1","1450"
"S2P1","210","Nproprio","Gapping","GPN","N2","850"
"S2P1","1320","Ncomum","Gapping","GN","PP","950"
"S2P1","520","Ncomum","Gapping","GN","N1","1710"
"S2P1","520","Ncomum","Gapping","GN","N2","250"
"S2P1","520","Ncomum","Gapping","GN","PP","2690"
"S2P1","920","Ncomum","Gapping","GN","N1","840"
"S2P1","610","Nproprio","Gapping","GPN","N2","1150"
"S2P1","920","Ncomum","Gapping","GN","PP","2380"
"S2P1","1010","Nproprio","Gapping","GPN","N1","3260"
"S2P1","920","Ncomum","Gapping","GN","N2","900"
"S2P1","1010","Nproprio","Gapping","GPN","PP","1440"
"S2P1","1410","Nproprio","Gapping","GPN","N1","2130"
"S2P1","1010","Nproprio","Gapping","GPN","N2","1140"
"S2P1","1410","Nproprio","Gapping","GPN","PP","1700"
"S2P1","210","Nproprio","Gapping","GPN","N1","3020"
"S2P1","1320","Ncomum","Gapping","GN","N2","2100"
"S2P1","210","Nproprio","Gapping","GPN","PP","2630"
"S2P1","610","Nproprio","Gapping","GPN","N1","2310"
"S2P1","1410","Nproprio","Gapping","GPN","N2","1090"
"S2P1","610","Nproprio","Gapping","GPN","PP","1620"
"S2P1","1140","Ncomum","Nongapping","NGN","N1","1300"
"S2P1","1140","Ncomum","Nongapping","NGN","N2","590"
"S2P1","1140","Ncomum","Nongapping","NGN","PP","740"
"S2P1","1540","Ncomum","Nongapping","NGN","N1","3270"
"S2P1","1540","Ncomum","Nongapping","NGN","N2","700"
"S2P1","1540","Ncomum","Nongapping","NGN","PP","3610"
"S2P1","340","Ncomum","Nongapping","NGN","N1","1910"
"S2P1","340","Ncomum","Nongapping","NGN","N2","970"
"S2P1","340","Ncomum","Nongapping","NGN","PP","2610"
"S2P1","740","Ncomum","Nongapping","NGN","N1","1350"
"S2P1","740","Ncomum","Nongapping","NGN","N2","1500"
"S2P1","740","Ncomum","Nongapping","NGN","PP","1750"
"S2P1","1230","Nproprio","Nongapping","NGPN","N1","1360"
"S2P1","1230","Nproprio","Nongapping","NGPN","N2","1320"
"S2P1","1230","Nproprio","Nongapping","NGPN","PP","1140"
"S2P1","1630","Nproprio","Nongapping","NGPN","N1","1630"
"S2P1","1630","Nproprio","Nongapping","NGPN","N2","490"
"S2P1","1630","Nproprio","Nongapping","NGPN","PP","1420"
"S2P1","430","Nproprio","Nongapping","NGPN","N1","2230"
"S2P1","430","Nproprio","Nongapping","NGPN","N2","1030"
"S2P1","430","Nproprio","Nongapping","NGPN","PP","2390"
"S2P1","830","Nproprio","Nongapping","NGPN","N1","960"
"S2P1","830","Nproprio","Nongapping","NGPN","N2","1000"
"S2P1","830","Nproprio","Nongapping","NGPN","PP","1480"
"S2P3","120","Ncomum","Gapping","GN","N1","860"
"S2P3","120","Ncomum","Gapping","GN","N2","1250"
"S2P3","120","Ncomum","Gapping","GN","PP","1190"
"S2P3","1320","Ncomum","Gapping","GN","N1","1360"
"S2P3","210","Nproprio","Gapping","GPN","N2","2120"
"S2P3","1320","Ncomum","Gapping","GN","PP","830"
"S2P3","520","Ncomum","Gapping","GN","N1","1070"
"S2P3","520","Ncomum","Gapping","GN","N2","630"
"S2P3","520","Ncomum","Gapping","GN","PP","1480"
"S2P3","920","Ncomum","Gapping","GN","N1","460"
"S2P3","610","Nproprio","Gapping","GPN","N2","3300"
"S2P3","920","Ncomum","Gapping","GN","PP","1120"
"S2P3","1010","Nproprio","Gapping","GPN","N1","590"
"S2P3","920","Ncomum","Gapping","GN","N2","540"
"S2P3","1010","Nproprio","Gapping","GPN","PP","700"
"S2P3","1410","Nproprio","Gapping","GPN","N1","1560"
"S2P3","1010","Nproprio","Gapping","GPN","N2","770"
"S2P3","1410","Nproprio","Gapping","GPN","PP","1180"
"S2P3","210","Nproprio","Gapping","GPN","N1","500"
"S2P3","1320","Ncomum","Gapping","GN","N2","2580"
"S2P3","210","Nproprio","Gapping","GPN","PP","2310"
"S2P3","610","Nproprio","Gapping","GPN","N1","1590"
"S2P3","1410","Nproprio","Gapping","GPN","N2","620"
"S2P3","610","Nproprio","Gapping","GPN","PP","2840"
"S2P3","1140","Ncomum","Nongapping","NGN","N1","690"
"S2P3","1140","Ncomum","Nongapping","NGN","N2","680"
"S2P3","1140","Ncomum","Nongapping","NGN","PP","760"
"S2P3","1540","Ncomum","Nongapping","NGN","N1","2440"
"S2P3","1540","Ncomum","Nongapping","NGN","N2","2030"
"S2P3","1540","Ncomum","Nongapping","NGN","PP","1590"
"S2P3","340","Ncomum","Nongapping","NGN","N1","1170"
"S2P3","340","Ncomum","Nongapping","NGN","N2","2640"
"S2P3","340","Ncomum","Nongapping","NGN","PP","1190"
"S2P3","740","Ncomum","Nongapping","NGN","N1","2480"
"S2P3","740","Ncomum","Nongapping","NGN","N2","2080"
"S2P3","740","Ncomum","Nongapping","NGN","PP","920"
"S2P3","1230","Nproprio","Nongapping","NGPN","N1","930"
"S2P3","1230","Nproprio","Nongapping","NGPN","N2","570"
"S2P3","1230","Nproprio","Nongapping","NGPN","PP","2130"
"S2P3","1630","Nproprio","Nongapping","NGPN","N1","1100"
"S2P3","1630","Nproprio","Nongapping","NGPN","N2","750"
"S2P3","1630","Nproprio","Nongapping","NGPN","PP","2010"
"S2P3","430","Nproprio","Nongapping","NGPN","N1","830"
"S2P3","430","Nproprio","Nongapping","NGPN","N2","950"
"S2P3","430","Nproprio","Nongapping","NGPN","PP","1400"
"S2P3","830","Nproprio","Nongapping","NGPN","N1","2170"
"S2P3","830","Nproprio","Nongapping","NGPN","N2","770"
"S2P3","830","Nproprio","Nongapping","NGPN","PP","1570"
"S2P4","120","Ncomum","Gapping","GN","N1","1380"
"S2P4","120","Ncomum","Gapping","GN","N2","1160"
"S2P4","120","Ncomum","Gapping","GN","PP","740"
"S2P4","1320","Ncomum","Gapping","GN","N1","580"
"S2P4","210","Nproprio","Gapping","GPN","N2","930"
"S2P4","1320","Ncomum","Gapping","GN","PP","1090"
"S2P4","520","Ncomum","Gapping","GN","N1","1010"
"S2P4","520","Ncomum","Gapping","GN","N2","1060"
"S2P4","520","Ncomum","Gapping","GN","PP","720"
"S2P4","920","Ncomum","Gapping","GN","N1","340"
"S2P4","610","Nproprio","Gapping","GPN","N2","880"
"S2P4","920","Ncomum","Gapping","GN","PP","1120"
"S2P4","1010","Nproprio","Gapping","GPN","N1","610"
"S2P4","920","Ncomum","Gapping","GN","N2","600"
"S2P4","1010","Nproprio","Gapping","GPN","PP","480"
"S2P4","1410","Nproprio","Gapping","GPN","N1","790"
"S2P4","1010","Nproprio","Gapping","GPN","N2","1150"
"S2P4","1410","Nproprio","Gapping","GPN","PP","610"
"S2P4","210","Nproprio","Gapping","GPN","N1","870"
"S2P4","1320","Ncomum","Gapping","GN","N2","1110"
"S2P4","210","Nproprio","Gapping","GPN","PP","890"
"S2P4","610","Nproprio","Gapping","GPN","N1","1000"
"S2P4","1410","Nproprio","Gapping","GPN","N2","540"
"S2P4","610","Nproprio","Gapping","GPN","PP","1270"
"S2P4","1140","Ncomum","Nongapping","NGN","N1","800"
"S2P4","1140","Ncomum","Nongapping","NGN","N2","530"
"S2P4","1140","Ncomum","Nongapping","NGN","PP","670"
"S2P4","1540","Ncomum","Nongapping","NGN","N1","720"
"S2P4","1540","Ncomum","Nongapping","NGN","N2","980"
"S2P4","1540","Ncomum","Nongapping","NGN","PP","810"
"S2P4","340","Ncomum","Nongapping","NGN","N1","910"
"S2P4","340","Ncomum","Nongapping","NGN","N2","880"
"S2P4","340","Ncomum","Nongapping","NGN","PP","570"
"S2P4","740","Ncomum","Nongapping","NGN","N1","1340"
"S2P4","740","Ncomum","Nongapping","NGN","N2","1660"
"S2P4","740","Ncomum","Nongapping","NGN","PP","1740"
"S2P4","1230","Nproprio","Nongapping","NGPN","N1","880"
"S2P4","1230","Nproprio","Nongapping","NGPN","N2","650"
"S2P4","1230","Nproprio","Nongapping","NGPN","PP","590"
"S2P4","1630","Nproprio","Nongapping","NGPN","N1","830"
"S2P4","1630","Nproprio","Nongapping","NGPN","N2","400"
"S2P4","1630","Nproprio","Nongapping","NGPN","PP","900"
"S2P4","430","Nproprio","Nongapping","NGPN","N1","1260"
"S2P4","430","Nproprio","Nongapping","NGPN","N2","580"
"S2P4","430","Nproprio","Nongapping","NGPN","PP","890"
"S2P4","830","Nproprio","Nongapping","NGPN","N1","640"
"S2P4","830","Nproprio","Nongapping","NGPN","N2","240"
"S2P4","830","Nproprio","Nongapping","NGPN","PP","1010"
"S2P5","120","Ncomum","Gapping","GN","N1","2150"
"S2P5","120","Ncomum","Gapping","GN","N2","1040"
"S2P5","120","Ncomum","Gapping","GN","PP","440"
"S2P5","1320","Ncomum","Gapping","GN","N1","520"
"S2P5","210","Nproprio","Gapping","GPN","N2","1370"
"S2P5","1320","Ncomum","Gapping","GN","PP","1520"
"S2P5","520","Ncomum","Gapping","GN","N1","420"
"S2P5","520","Ncomum","Gapping","GN","N2","900"
"S2P5","520","Ncomum","Gapping","GN","PP","790"
"S2P5","920","Ncomum","Gapping","GN","N1","720"
"S2P5","610","Nproprio","Gapping","GPN","N2","1980"
"S2P5","920","Ncomum","Gapping","GN","PP","1150"
"S2P5","1010","Nproprio","Gapping","GPN","N1","1170"
"S2P5","920","Ncomum","Gapping","GN","N2","1800"
"S2P5","1010","Nproprio","Gapping","GPN","PP","620"
"S2P5","1410","Nproprio","Gapping","GPN","N1","720"
"S2P5","1010","Nproprio","Gapping","GPN","N2","1640"
"S2P5","1410","Nproprio","Gapping","GPN","PP","650"
"S2P5","210","Nproprio","Gapping","GPN","N1","990"
"S2P5","1320","Ncomum","Gapping","GN","N2","540"
"S2P5","210","Nproprio","Gapping","GPN","PP","880"
"S2P5","610","Nproprio","Gapping","GPN","N1","770"
"S2P5","1410","Nproprio","Gapping","GPN","N2","1000"
"S2P5","610","Nproprio","Gapping","GPN","PP","1330"
"S2P5","1140","Ncomum","Nongapping","NGN","N1","1070"
"S2P5","1140","Ncomum","Nongapping","NGN","N2","950"
"S2P5","1140","Ncomum","Nongapping","NGN","PP","1140"
