"Participante","Resposta_C","Resposta_N","Item","Cond","Lista","Grupo"
"PB1","altamente aceitavel","5","2","Top","B","PB"
"PB1","neutra","3","4","ChinSemIntro","B","PB"
"PB1","neutra","3","16","ChinSemIntro","B","PB"
"PB1","neutra","3","13","ChinSemIntro","B","PB"
"PB1","altamente aceitavel","5","20","Top","B","PB"
"PB1","altamente aceitavel","5","14","Top","B","PB"
"PB1","neutra","3","7","ChinSemIntro","B","PB"
"PB1","inaceitavel","2","19","ChinSemIntro","B","PB"
"PB1","altamente aceitavel","5","15","ChinComIntro","B","PB"
"PB1","altamente aceitavel","5","24","ChinComIntro","B","PB"
"PB1","aceitavel","4","1","ChinSemIntro","B","PB"
"PB1","altamente aceitavel","5","11","Top","B","PB"
"PB1","altamente aceitavel","5","18","ChinComIntro","B","PB"
"PB1","aceitavel","4","8","Top","B","PB"
"PB1","inaceitavel","2","10","ChinSemIntro","B","PB"
"PB1","aceitavel","4","9","ChinComIntro","B","PB"
"PB1","altamente aceitavel","5","12","ChinComIntro","B","PB"
"PB1","neutra","3","5","Top","B","PB"
"PB1","aceitavel","4","6","ChinComIntro","B","PB"
"PB1","neutra","3","23","Top","B","PB"
"PB1","inaceitavel","2","22","ChinSemIntro","B","PB"
"PB1","altamente aceitavel","5","17","Top","B","PB"
"PB1","altamente aceitavel","5","3","ChinComIntro","B","PB"
"PB1","altamente aceitavel","5","21","ChinComIntro","B","PB"
"PB2","altamente aceitavel","5","14","ChinComIntro","C","PB"
"PB2","altamente aceitavel","5","3","ChinSemIntro","C","PB"
"PB2","aceitavel","4","11","ChinComIntro","C","PB"
"PB2","neutra","3","7","Top","C","PB"
"PB2","altamente aceitavel","5","22","Top","C","PB"
"PB2","altamente aceitavel","5","10","Top","C","PB"
"PB2","altamente aceitavel","5","6","ChinSemIntro","C","PB"
"PB2","altamente aceitavel","5","24","ChinSemIntro","C","PB"
"PB2","neutra","3","19","Top","C","PB"
"PB2","aceitavel","4","23","ChinComIntro","C","PB"
"PB2","aceitavel","4","1","Top","C","PB"
"PB2","neutra","3","9","ChinSemIntro","C","PB"
"PB2","neutra","3","5","ChinComIntro","C","PB"
"PB2","neutra","3","13","Top","C","PB"
"PB2","aceitavel","4","21","ChinSemIntro","C","PB"
"PB2","altamente aceitavel","5","16","Top","C","PB"
"PB2","altamente aceitavel","5","20","ChinComIntro","C","PB"
"PB2","altamente aceitavel","5","15","ChinSemIntro","C","PB"
"PB2","aceitavel","4","8","ChinComIntro","C","PB"
"PB2","altamente aceitavel","5","12","ChinSemIntro","C","PB"
"PB2","neutra","3","18","ChinSemIntro","C","PB"
"PB2","neutra","3","17","ChinComIntro","C","PB"
"PB2","altamente aceitavel","5","4","Top","C","PB"
"PB3","altamente aceitavel","5","2","ChinComIntro","C","PB"
"PB3","altamente aceitavel","5","5","ChinSemIntro","A","PB"
"PB3","altamente aceitavel","5","19","ChinComIntro","A","PB"
"PB3","altamente aceitavel","5","12","Top","A","PB"
"PB3","altamente aceitavel","5","6","Top","A","PB"
"PB3","aceitavel","4","11","ChinSemIntro","A","PB"
"PB3","altamente aceitavel","5","21","Top","A","PB"
"PB3","aceitavel","4","8","ChinSemIntro","A","PB"
"PB3","altamente aceitavel","5","18","Top","A","PB"
"PB3","altamente aceitavel","5","16","ChinComIntro","A","PB"
"PB3","altamente aceitavel","5","4","ChinComIntro","A","PB"
"PB3","aceitavel","4","17","ChinSemIntro","A","PB"
"PB3","altamente aceitavel","5","2","ChinSemIntro","A","PB"
"PB3","altamente aceitavel","5","9","Top","A","PB"
"PB3","aceitavel","4","15","Top","A","PB"
"PB3","altamente aceitavel","5","1","ChinComIntro","A","PB"
"PB3","aceitavel","4","10","ChinComIntro","A","PB"
"PB3","altamente aceitavel","5","7","ChinComIntro","A","PB"
"PB3","altamente aceitavel","5","23","ChinSemIntro","A","PB"
"PB3","altamente aceitavel","5","13","ChinComIntro","A","PB"
"PB3","altamente aceitavel","5","24","Top","A","PB"
"PB3","altamente aceitavel","5","3","Top","A","PB"
"PB3","altamente aceitavel","5","22","ChinComIntro","A","PB"
"PB3","altamente aceitavel","5","20","ChinSemIntro","A","PB"
"PB3","altamente aceitavel","5","14","ChinSemIntro","A","PB"
"PB4","aceitavel","4","12","ChinComIntro","B","PB"
"PB4","altamente aceitavel","5","8","Top","B","PB"
"PB4","altamente aceitavel","5","9","ChinComIntro","B","PB"
"PB4","aceitavel","4","23","Top","B","PB"
"PB4","aceitavel","4","24","ChinComIntro","B","PB"
"PB4","neutra","3","10","ChinSemIntro","B","PB"
"PB4","aceitavel","4","16","ChinSemIntro","B","PB"
"PB4","altamente aceitavel","5","2","Top","B","PB"
"PB4","aceitavel","4","18","ChinComIntro","B","PB"
"PB4","altamente aceitavel","5","13","ChinSemIntro","B","PB"
"PB4","aceitavel","4","14","Top","B","PB"
"PB4","aceitavel","4","1","ChinSemIntro","B","PB"
"PB4","neutra","3","5","Top","B","PB"
"PB4","aceitavel","4","22","ChinSemIntro","B","PB"
"PB4","aceitavel","4","11","Top","B","PB"
"PB4","altamente aceitavel","5","3","ChinComIntro","B","PB"
"PB4","altamente aceitavel","5","15","ChinComIntro","B","PB"
"PB4","aceitavel","4","4","ChinSemIntro","B","PB"
"PB4","aceitavel","4","19","ChinSemIntro","B","PB"
"PB4","altamente aceitavel","5","17","Top","B","PB"
"PB4","aceitavel","4","21","ChinComIntro","B","PB"
"PB4","altamente aceitavel","5","6","ChinComIntro","B","PB"
"PB4","aceitavel","4","20","Top","B","PB"
"PB4","altamente aceitavel","5","7","ChinSemIntro","B","PB"
"PB5","altamente aceitavel","5","24","ChinComIntro","B","PB"
"PB5","altamente aceitavel","5","2","Top","B","PB"
"PB5","inaceitavel","2","10","ChinSemIntro","B","PB"
"PB5","aceitavel","4","18","ChinComIntro","B","PB"
"PB5","altamente aceitavel","5","3","ChinComIntro","B","PB"
"PB5","aceitavel","4","1","ChinSemIntro","B","PB"
"PB5","aceitavel","4","22","ChinSemIntro","B","PB"
"PB5","aceitavel","4","16","ChinSemIntro","B","PB"
"PB5","neutra","3","7","ChinSemIntro","B","PB"
"PB5","altamente aceitavel","5","5","Top","B","PB"
"PB5","aceitavel","4","4","ChinSemIntro","B","PB"
"PB5","altamente aceitavel","5","15","ChinComIntro","B","PB"
"PB5","altamente aceitavel","5","21","ChinComIntro","B","PB"
"PB5","aceitavel","4","23","Top","B","PB"
"PB5","aceitavel","4","17","Top","B","PB"
"PB5","altamente aceitavel","5","14","Top","B","PB"
"PB5","altamente aceitavel","5","11","Top","B","PB"
"PB5","neutra","3","19","ChinSemIntro","B","PB"
"PB5","neutra","3","13","ChinSemIntro","B","PB"
"PB5","altamente aceitavel","5","6","ChinComIntro","B","PB"
"PB5","altamente aceitavel","5","12","ChinComIntro","B","PB"
"PB5","aceitavel","4","20","Top","B","PB"
"PB5","altamente aceitavel","5","8","Top","B","PB"
"PB5","aceitavel","4","9","ChinComIntro","B","PB"
"PB6","aceitavel","4","1","Top","C","PB"
"PB6","altamente aceitavel","5","14","ChinComIntro","C","PB"
"PB6","altamente aceitavel","5","22","Top","C","PB"
"PB6","altamente aceitavel","5","12","ChinSemIntro","C","PB"
"PB6","neutra","3","10","Top","C","PB"
"PB6","altamente aceitavel","5","23","ChinComIntro","C","PB"
"PB6","altamente aceitavel","5","20","ChinComIntro","C","PB"
"PB6","aceitavel","4","5","ChinComIntro","C","PB"
"PB6","altamente aceitavel","5","21","ChinSemIntro","C","PB"
"PB6","aceitavel","4","7","Top","C","PB"
"PB6","aceitavel","4","18","ChinSemIntro","C","PB"
"PB6","inaceitavel","2","4","Top","C","PB"
"PB6","aceitavel","4","11","ChinComIntro","C","PB"
"PB6","altamente aceitavel","5","16","Top","C","PB"
"PB6","altamente aceitavel","5","8","ChinComIntro","C","PB"
"PB6","aceitavel","4","6","ChinSemIntro","C","PB"
"PB6","aceitavel","4","24","ChinSemIntro","C","PB"
"PB6","aceitavel","4","2","ChinComIntro","C","PB"
"PB6","aceitavel","4","15","ChinSemIntro","C","PB"
"PB6","neutra","3","17","ChinComIntro","C","PB"
"PB6","neutra","3","13","Top","C","PB"
"PB6","aceitavel","4","19","Top","C","PB"
"PB6","aceitavel","4","3","ChinSemIntro","C","PB"
"PB6","altamente aceitavel","5","9","ChinSemIntro","C","PB"
"PB7","aceitavel","4","3","ChinComIntro","B","PB"
"PB7","altamente aceitavel","5","7","ChinSemIntro","B","PB"
"PB7","altamente aceitavel","5","15","ChinComIntro","B","PB"
"PB7","altamente aceitavel","5","10","ChinSemIntro","B","PB"
"PB7","aceitavel","4","11","Top","B","PB"
"PB7","altamente aceitavel","5","8","Top","B","PB"
"PB7","aceitavel","4","9","ChinComIntro","B","PB"
"PB7","altamente aceitavel","5","22","ChinSemIntro","B","PB"
"PB7","altamente aceitavel","5","23","Top","B","PB"
"PB7","altamente aceitavel","5","5","Top","B","PB"
"PB7","altamente aceitavel","5","24","ChinComIntro","B","PB"
"PB7","altamente aceitavel","5","6","ChinComIntro","B","PB"
"PB7","aceitavel","4","17","Top","B","PB"
"PB7","altamente aceitavel","5","2","Top","B","PB"
"PB7","aceitavel","4","19","ChinSemIntro","B","PB"
"PB7","altamente aceitavel","5","20","Top","B","PB"
"PB7","altamente aceitavel","5","13","ChinSemIntro","B","PB"
"PB7","altamente aceitavel","5","14","Top","B","PB"
"PB7","aceitavel","4","4","ChinSemIntro","B","PB"
"PB7","aceitavel","4","12","ChinComIntro","B","PB"
"PB7","altamente aceitavel","5","18","ChinComIntro","B","PB"
"PB7","altamente aceitavel","5","1","ChinSemIntro","B","PB"
"PB7","altamente aceitavel","5","16","ChinSemIntro","B","PB"
"PB7","aceitavel","4","21","ChinComIntro","B","PB"
"PB8","altamente aceitavel","5","22","ChinSemIntro","B","PB"
"PB8","aceitavel","4","2","Top","B","PB"
"PB8","altamente aceitavel","5","1","ChinSemIntro","B","PB"
"PB8","altamente aceitavel","5","10","ChinSemIntro","B","PB"
"PB8","altamente aceitavel","5","4","ChinSemIntro","B","PB"
"PB8","altamente aceitavel","5","18","ChinComIntro","B","PB"
"PB8","altamente aceitavel","5","7","ChinSemIntro","B","PB"
"PB8","altamente aceitavel","5","13","ChinSemIntro","B","PB"
"PB8","altamente aceitavel","5","5","Top","B","PB"
"PB8","altamente aceitavel","5","11","Top","B","PB"
"PB8","altamente aceitavel","5","6","ChinComIntro","B","PB"
"PB8","altamente aceitavel","5","12","ChinComIntro","B","PB"
"PB8","inaceitavel","2","15","ChinComIntro","B","PB"
"PB8","altamente aceitavel","5","23","Top","B","PB"
"PB8","altamente aceitavel","5","9","ChinComIntro","B","PB"
"PB8","altamente aceitavel","5","14","Top","B","PB"
"PB8","altamente aceitavel","5","21","ChinComIntro","B","PB"
"PB8","altamente aceitavel","5","17","Top","B","PB"
"PB8","altamente aceitavel","5","8","Top","B","PB"
"PB8","altamente aceitavel","5","19","ChinSemIntro","B","PB"
"PB8","altamente aceitavel","5","3","ChinComIntro","B","PB"
"PB8","altamente aceitavel","5","16","ChinSemIntro","B","PB"
"PB8","altamente aceitavel","5","20","Top","B","PB"
"PB8","altamente aceitavel","5","24","ChinComIntro","B","PB"
"PB9","altamente aceitavel","5","23","ChinComIntro","C","PB"
"PB9","altamente aceitavel","5","24","ChinSemIntro","C","PB"
"PB9","altamente aceitavel","5","10","Top","C","PB"
"PB9","altamente aceitavel","5","7","Top","C","PB"
"PB9","altamente aceitavel","5","13","Top","C","PB"
"PB9","altamente aceitavel","5","14","ChinComIntro","C","PB"
"PB9","altamente aceitavel","5","3","ChinSemIntro","C","PB"
"PB9","aceitavel","4","18","ChinSemIntro","C","PB"
"PB9","altamente aceitavel","5","1","Top","C","PB"
"PB9","altamente aceitavel","5","2","ChinComIntro","C","PB"
"PB9","altamente aceitavel","5","6","ChinSemIntro","C","PB"
"PB9","altamente aceitavel","5","11","ChinComIntro","C","PB"
"PB9","altamente aceitavel","5","8","ChinComIntro","C","PB"
"PB9","altamente aceitavel","5","12","ChinSemIntro","C","PB"
"PB9","altamente aceitavel","5","19","Top","C","PB"
"PB9","altamente aceitavel","5","17","ChinComIntro","C","PB"
"PB9","altamente aceitavel","5","15","ChinSemIntro","C","PB"
"PB9","altamente aceitavel","5","21","ChinSemIntro","C","PB"
"PB9","altamente aceitavel","5","9","ChinSemIntro","C","PB"
"PB9","altamente aceitavel","5","22","Top","C","PB"
"PB9","altamente aceitavel","5","20","ChinComIntro","C","PB"
"PB9","altamente aceitavel","5","4","Top","C","PB"
"PB9","altamente aceitavel","5","5","ChinComIntro","C","PB"
"PB9","altamente aceitavel","5","16","Top","C","PB"
"PB10","altamente aceitavel","5","20","Top","B","PB"
"PB10","altamente aceitavel","5","9","ChinComIntro","B","PB"
"PB10","neutra","3","7","ChinSemIntro","B","PB"
"PB10","neutra","3","4","ChinSemIntro","B","PB"
"PB10","altamente aceitavel","5","6","ChinComIntro","B","PB"
"PB10","aceitavel","4","13","ChinSemIntro","B","PB"
"PB10","aceitavel","4","18","ChinComIntro","B","PB"
"PB10","altamente aceitavel","5","23","Top","B","PB"
"PB10","aceitavel","4","22","ChinSemIntro","B","PB"
"PB10","altamente aceitavel","5","12","ChinComIntro","B","PB"
"PB10","altamente aceitavel","5","1","ChinSemIntro","B","PB"
"PB10","altamente aceitavel","5","14","Top","B","PB"
"PB10","altamente aceitavel","5","5","Top","B","PB"
"PB10","altamente aceitavel","5","15","ChinComIntro","B","PB"
"PB10","altamente aceitavel","5","2","Top","B","PB"
"PB10","altamente aceitavel","5","8","Top","B","PB"
"PB10","aceitavel","4","19","ChinSemIntro","B","PB"
"PB10","altamente aceitavel","5","24","ChinComIntro","B","PB"
"PB10","altamente aceitavel","5","21","ChinComIntro","B","PB"
"PB10","aceitavel","4","10","ChinSemIntro","B","PB"
"PB10","aceitavel","4","17","Top","B","PB"
"PB10","altamente aceitavel","5","11","Top","B","PB"
"PB10","altamente aceitavel","5","3","ChinComIntro","B","PB"
"PB10","altamente aceitavel","5","16","ChinSemIntro","B","PB"
"PB11","neutra","3","5","ChinComIntro","C","PB"
"PB11","aceitavel","4","11","ChinComIntro","C","PB"
"PB11","neutra","3","8","ChinComIntro","C","PB"
"PB11","altamente inaceitavel","1","18","ChinSemIntro","C","PB"
"PB11","aceitavel","4","24","ChinSemIntro","C","PB"
"PB11","altamente aceitavel","5","13","Top","C","PB"
"PB11","aceitavel","4","14","ChinComIntro","C","PB"
"PB11","aceitavel","4","2","ChinComIntro","C","PB"
"PB11","neutra","3","3","ChinSemIntro","C","PB"
"PB11","aceitavel","4","15","ChinSemIntro","C","PB"
"PB11","altamente aceitavel","5","1","Top","C","PB"
"PB11","altamente aceitavel","5","4","Top","C","PB"
"PB11","altamente aceitavel","5","16","Top","C","PB"
"PB11","altamente aceitavel","5","6","ChinSemIntro","C","PB"
"PB11","altamente aceitavel","5","10","Top","C","PB"
"PB11","neutra","3","21","ChinSemIntro","C","PB"
"PB11","inaceitavel","2","12","ChinSemIntro","C","PB"
"PB11","altamente aceitavel","5","22","Top","C","PB"
"PB11","altamente aceitavel","5","20","ChinComIntro","C","PB"
"PB11","altamente aceitavel","5","19","Top","C","PB"
"PB11","altamente aceitavel","5","7","Top","C","PB"
"PB11","aceitavel","4","17","ChinComIntro","C","PB"
"PB11","altamente aceitavel","5","23","ChinComIntro","C","PB"
"PB11","aceitavel","4","9","ChinSemIntro","C","PB"
"PB12","aceitavel","4","1","ChinComIntro","A","PB"
"PB12","aceitavel","4","22","ChinComIntro","A","PB"
"PB12","inaceitavel","2","4","ChinComIntro","A","PB"
"PB12","neutra","3","12","Top","A","PB"
"PB12","aceitavel","4","11","ChinSemIntro","A","PB"
"PB12","altamente aceitavel","5","21","Top","A","PB"
"PB12","aceitavel","4","3","Top","A","PB"
"PB12","aceitavel","4","15","Top","A","PB"
"PB12","neutra","3","17","ChinSemIntro","A","PB"
"PB12","altamente aceitavel","5","20","ChinSemIntro","A","PB"
"PB12","inaceitavel","2","23","ChinSemIntro","A","PB"
"PB12","inaceitavel","2","8","ChinSemIntro","A","PB"
"PB12","neutra","3","13","ChinComIntro","A","PB"
"PB12","inaceitavel","2","5","ChinSemIntro","A","PB"
"PB12","neutra","3","6","Top","A","PB"
"PB12","neutra","3","9","Top","A","PB"
"PB12","aceitavel","4","16","ChinComIntro","A","PB"
"PB12","neutra","3","2","ChinSemIntro","A","PB"
"PB12","inaceitavel","2","10","ChinComIntro","A","PB"
"PB12","inaceitavel","2","18","Top","A","PB"
"PB12","altamente aceitavel","5","14","ChinSemIntro","A","PB"
"PB12","aceitavel","4","7","ChinComIntro","A","PB"
"PB12","altamente aceitavel","5","19","ChinComIntro","A","PB"
"PB12","altamente aceitavel","5","24","Top","A","PB"
"PB13","aceitavel","4","10","ChinComIntro","A","PB"
"PB13","altamente aceitavel","5","3","Top","A","PB"
"PB13","inaceitavel","2","23","ChinSemIntro","A","PB"
"PB13","altamente aceitavel","5","12","Top","A","PB"
"PB13","altamente aceitavel","5","1","ChinComIntro","A","PB"
"PB13","altamente aceitavel","5","24","Top","A","PB"
"PB13","altamente aceitavel","5","19","ChinComIntro","A","PB"
"PB13","aceitavel","4","16","ChinComIntro","A","PB"
"PB13","aceitavel","4","13","ChinComIntro","A","PB"
"PB13","inaceitavel","2","17","ChinSemIntro","A","PB"
"PB13","aceitavel","4","6","Top","A","PB"
"PB13","inaceitavel","2","8","ChinSemIntro","A","PB"
"PB13","neutra","3","9","Top","A","PB"
"PB13","inaceitavel","2","18","Top","A","PB"
"PB13","inaceitavel","2","11","ChinSemIntro","A","PB"
"PB13","altamente aceitavel","5","22","ChinComIntro","A","PB"
"PB13","neutra","3","2","ChinSemIntro","A","PB"
"PB13","altamente aceitavel","5","14","ChinSemIntro","A","PB"
"PB13","aceitavel","4","21","Top","A","PB"
"PB13","aceitavel","4","7","ChinComIntro","A","PB"
"PB13","neutra","3","4","ChinComIntro","A","PB"
"PB13","neutra","3","15","Top","A","PB"
"PB13","inaceitavel","2","5","ChinSemIntro","A","PB"
"PB13","inaceitavel","2","20","ChinSemIntro","A","PB"
"PB14","neutra","3","15","ChinSemIntro","C","PB"
"PB14","altamente aceitavel","5","20","ChinComIntro","C","PB"
"PB14","inaceitavel","2","18","ChinSemIntro","C","PB"
"PB14","aceitavel","4","1","Top","C","PB"
"PB14","altamente aceitavel","5","4","Top","C","PB"
"PB14","altamente aceitavel","5","19","Top","C","PB"
"PB14","aceitavel","4","10","Top","C","PB"
"PB14","altamente aceitavel","5","16","Top","C","PB"
"PB14","neutra","3","24","ChinSemIntro","C","PB"
"PB14","aceitavel","4","23","ChinComIntro","C","PB"
"PB14","neutra","3","9","ChinSemIntro","C","PB"
"PB14","neutra","3","3","ChinSemIntro","C","PB"
"PB14","aceitavel","4","2","ChinComIntro","C","PB"
"PB14","inaceitavel","2","7","Top","C","PB"
"PB14","aceitavel","4","5","ChinComIntro","C","PB"
"PB14","neutra","3","6","ChinSemIntro","C","PB"
"PB14","inaceitavel","2","21","ChinSemIntro","C","PB"
"PB14","altamente aceitavel","5","14","ChinComIntro","C","PB"
"PB14","altamente aceitavel","5","13","Top","C","PB"
"PB14","neutra","3","17","ChinComIntro","C","PB"
"PB14","neutra","3","11","ChinComIntro","C","PB"
"PB14","aceitavel","4","12","ChinSemIntro","C","PB"
"PB14","aceitavel","4","22","Top","C","PB"
"PB14","aceitavel","4","8","ChinComIntro","C","PB"
"PB15","altamente aceitavel","5","13","ChinComIntro","A","PB"
"PB15","altamente aceitavel","5","4","ChinComIntro","A","PB"
"PB15","altamente aceitavel","5","10","ChinComIntro","A","PB"
"PB15","altamente aceitavel","5","6","Top","A","PB"
"PB15","altamente aceitavel","5","1","ChinComIntro","A","PB"
"PB15","altamente aceitavel","5","8","ChinSemIntro","A","PB"
"PB15","aceitavel","4","20","ChinSemIntro","A","PB"
"PB15","altamente aceitavel","5","24","Top","A","PB"
"PB15","altamente aceitavel","5","11","ChinSemIntro","A","PB"
"PB15","altamente aceitavel","5","2","ChinSemIntro","A","PB"
"PB15","altamente aceitavel","5","3","Top","A","PB"
"PB15","aceitavel","4","14","ChinSemIntro","A","PB"
"PB15","altamente aceitavel","5","9","Top","A","PB"
"PB15","neutra","3","5","ChinSemIntro","A","PB"
"PB15","neutra","3","21","Top","A","PB"
"PB15","aceitavel","4","16","ChinComIntro","A","PB"
"PB15","aceitavel","4","22","ChinComIntro","A","PB"
"PB15","neutra","3","18","Top","A","PB"
"PB15","aceitavel","4","12","Top","A","PB"
"PB15","altamente aceitavel","5","17","ChinSemIntro","A","PB"
"PB15","aceitavel","4","19","ChinComIntro","A","PB"
"PB15","aceitavel","4","7","ChinComIntro","A","PB"
"PB15","aceitavel","4","15","Top","A","PB"
"PB15","aceitavel","4","23","ChinSemIntro","A","PB"
"PB16","altamente aceitavel","5","21","ChinComIntro","B","PB"
"PB16","inaceitavel","2","4","ChinSemIntro","B","PB"
"PB16","inaceitavel","2","17","Top","B","PB"
"PB16","inaceitavel","2","8","Top","B","PB"
"PB16","inaceitavel","2","19","ChinSemIntro","B","PB"
"PB16","aceitavel","4","5","Top","B","PB"
"PB16","aceitavel","4","3","ChinComIntro","B","PB"
"PB16","altamente aceitavel","5","12","ChinComIntro","B","PB"
"PB16","inaceitavel","2","1","ChinSemIntro","B","PB"
"PB16","inaceitavel","2","7","ChinSemIntro","B","PB"
"PB16","altamente aceitavel","5","9","ChinComIntro","B","PB"
"PB16","inaceitavel","2","22","ChinSemIntro","B","PB"
"PB16","altamente aceitavel","5","6","ChinComIntro","B","PB"
"PB16","inaceitavel","2","13","ChinSemIntro","B","PB"
"PB16","neutra","3","15","ChinComIntro","B","PB"
"PB16","aceitavel","4","11","Top","B","PB"
"PB16","altamente aceitavel","5","2","Top","B","PB"
"PB16","altamente aceitavel","5","24","ChinComIntro","B","PB"
"PB16","inaceitavel","2","23","Top","B","PB"
"PB16","inaceitavel","2","16","ChinSemIntro","B","PB"
"PB16","aceitavel","4","20","Top","B","PB"
"PB16","aceitavel","4","14","Top","B","PB"
"PB16","aceitavel","4","18","ChinComIntro","B","PB"
"PB16","inaceitavel","2","10","ChinSemIntro","B","PB"
"PB17","altamente aceitavel","5","11","ChinComIntro","C","PB"
"PB17","aceitavel","4","24","ChinSemIntro","C","PB"
"PB17","neutra","3","14","ChinComIntro","C","PB"
"PB17","aceitavel","4","8","ChinComIntro","C","PB"
"PB17","altamente aceitavel","5","23","ChinComIntro","C","PB"
"PB17","aceitavel","4","3","ChinSemIntro","C","PB"
"PB17","altamente aceitavel","5","4","Top","C","PB"
"PB17","aceitavel","4","9","ChinSemIntro","C","PB"
"PB17","aceitavel","4","1","Top","C","PB"
"PB17","aceitavel","4","20","ChinComIntro","C","PB"
"PB17","altamente aceitavel","5","22","Top","C","PB"
"PB17","altamente aceitavel","5","7","Top","C","PB"
"PB17","neutra","3","12","ChinSemIntro","C","PB"
"PB17","altamente aceitavel","5","17","ChinComIntro","C","PB"
"PB17","neutra","3","18","ChinSemIntro","C","PB"
"PB17","neutra","3","15","ChinSemIntro","C","PB"
"PB17","altamente aceitavel","5","5","ChinComIntro","C","PB"
"PB17","altamente aceitavel","5","6","ChinSemIntro","C","PB"
"PB17","altamente aceitavel","5","13","Top","C","PB"
"PB17","altamente aceitavel","5","2","ChinComIntro","C","PB"
"PB17","altamente aceitavel","5","19","Top","C","PB"
"PB17","neutra","3","21","ChinSemIntro","C","PB"
"PB17","altamente aceitavel","5","16","Top","C","PB"
"PB17","neutra","3","10","Top","C","PB"
"PB18","neutra","3","20","ChinSemIntro","A","PB"
"PB18","aceitavel","4","11","ChinSemIntro","A","PB"
"PB18","aceitavel","4","14","ChinSemIntro","A","PB"
"PB18","altamente aceitavel","5","3","Top","A","PB"
"PB18","aceitavel","4","1","ChinComIntro","A","PB"
"PB18","altamente aceitavel","5","13","ChinComIntro","A","PB"
"PB18","aceitavel","4","12","Top","A","PB"
"PB18","altamente aceitavel","5","19","ChinComIntro","A","PB"
"PB18","aceitavel","4","9","Top","A","PB"
"PB18","aceitavel","4","24","Top","A","PB"
"PB18","altamente aceitavel","5","7","ChinComIntro","A","PB"
"PB18","aceitavel","4","6","Top","A","PB"
"PB18","aceitavel","4","18","Top","A","PB"
"PB18","aceitavel","4","2","ChinSemIntro","A","PB"
"PB18","aceitavel","4","21","Top","A","PB"
"PB18","neutra","3","23","ChinSemIntro","A","PB"
"PB18","neutra","3","5","ChinSemIntro","A","PB"
"PB18","neutra","3","17","ChinSemIntro","A","PB"
"PB18","altamente aceitavel","5","10","ChinComIntro","A","PB"
"PB18","altamente aceitavel","5","16","ChinComIntro","A","PB"
"PB18","aceitavel","4","8","ChinSemIntro","A","PB"
"PB18","altamente aceitavel","5","22","ChinComIntro","A","PB"
"PB18","altamente aceitavel","5","4","ChinComIntro","A","PB"
"PB18","aceitavel","4","15","Top","A","PB"
"PB19","aceitavel","4","19","ChinSemIntro","B","PB"
"PB19","altamente aceitavel","5","20","Top","B","PB"
"PB19","altamente aceitavel","5","15","ChinComIntro","B","PB"
"PB19","altamente aceitavel","5","2","Top","B","PB"
"PB19","altamente aceitavel","5","11","Top","B","PB"
"PB19","altamente aceitavel","5","14","Top","B","PB"
"PB19","altamente aceitavel","5","12","ChinComIntro","B","PB"
"PB19","altamente aceitavel","5","1","ChinSemIntro","B","PB"
"PB19","aceitavel","4","17","Top","B","PB"
"PB19","altamente aceitavel","5","8","Top","B","PB"
"PB19","altamente aceitavel","5","3","ChinComIntro","B","PB"
"PB19","altamente aceitavel","5","5","Top","B","PB"
"PB19","altamente aceitavel","5","9","ChinComIntro","B","PB"
"PB19","aceitavel","4","13","ChinSemIntro","B","PB"
"PB19","altamente aceitavel","5","6","ChinComIntro","B","PB"
"PB19","aceitavel","4","16","ChinSemIntro","B","PB"
"PB19","neutra","3","23","Top","B","PB"
"PB19","altamente aceitavel","5","18","ChinComIntro","B","PB"
"PB19","altamente aceitavel","5","21","ChinComIntro","B","PB"
"PB19","neutra","3","7","ChinSemIntro","B","PB"
"PB19","neutra","3","4","ChinSemIntro","B","PB"
"PB19","neutra","3","10","ChinSemIntro","B","PB"
"PB19","altamente aceitavel","5","24","ChinComIntro","B","PB"
"PB19","aceitavel","4","22","ChinSemIntro","B","PB"
"PB20","altamente aceitavel","5","20","ChinComIntro","C","PB"
"PB20","altamente inaceitavel","1","18","ChinSemIntro","C","PB"
"PB20","altamente aceitavel","5","7","Top","C","PB"
"PB20","altamente aceitavel","5","23","ChinComIntro","C","PB"
"PB20","neutra","3","5","ChinComIntro","C","PB"
"PB20","altamente aceitavel","5","16","Top","C","PB"
"PB20","altamente aceitavel","5","2","ChinComIntro","C","PB"
"PB20","inaceitavel","2","15","ChinSemIntro","C","PB"
"PB20","altamente aceitavel","5","14","ChinComIntro","C","PB"
"PB20","inaceitavel","2","9","ChinSemIntro","C","PB"
"PB20","altamente aceitavel","5","8","ChinComIntro","C","PB"
"PB20","altamente aceitavel","5","22","Top","C","PB"
"PB20","neutra","3","21","ChinSemIntro","C","PB"
"PB20","altamente aceitavel","5","10","Top","C","PB"
"PB20","altamente aceitavel","5","11","ChinComIntro","C","PB"
"PB20","altamente aceitavel","5","13","Top","C","PB"
"PB20","altamente aceitavel","5","19","Top","C","PB"
"PB20","aceitavel","4","12","ChinSemIntro","C","PB"
"PB20","altamente aceitavel","5","1","Top","C","PB"
"PB20","inaceitavel","2","24","ChinSemIntro","C","PB"
"PB20","inaceitavel","2","3","ChinSemIntro","C","PB"
"PB20","altamente aceitavel","5","17","ChinComIntro","C","PB"
"PB20","neutra","3","6","ChinSemIntro","C","PB"
"PB20","altamente aceitavel","5","4","Top","C","PB"
"PB21","aceitavel","4","17","Top","B","PB"
